id,date,time,borough,zip_code,latitude,longitude,on_street_name,cross_street_name,off_street_name
4513547,1/1/22,0:00,BROOKLYN,11212,40.6602,-73.90929,,,461       CHESTER STREET
4541903,1/1/22,0:00,BROOKLYN,11222,40.723854,-73.94884,,,129       ECKFORD STREET
4542336,1/1/22,0:00,BROOKLYN,11233,40.680492,-73.915695,,,237       SUMPTER STREET
4545699,1/2/22,0:00,,,40.862392,-73.91802,WEST 205 STREET,,
4512922,1/3/22,0:00,,,40.8165,-73.946556,8 AVENUE,,
4521660,1/3/22,0:00,BRONX,10458,40.867027,-73.89111,EAST 196 STREET,BRIGGS AVENUE,
4521759,1/3/22,0:00,BRONX,10451,40.820984,-73.91294,,,467       EAST 157 STREET
4522226,1/3/22,0:00,QUEENS,11364,40.74705,-73.75565,,,64-45     SPRINGFIELD BOULEVARD
4522015,1/4/22,0:00,BROOKLYN,11218,40.649975,-73.97772,,,104       EAST 4 STREET
4521460,1/4/22,0:00,,,40.82523,-73.94761,WEST 145 STREET,,
4522156,1/4/22,0:00,,,,,PELHAM PARKWAY SOUTH,WHITE PLAINS ROAD,
4521633,1/4/22,0:00,,,40.66475,-73.89405,PENNSYLVANIA AVENUE,,
4522124,1/5/22,0:00,BRONX,10454,40.804905,-73.91883,EAST 135 STREET,SAINT ANNS AVENUE,
4521937,1/5/22,0:00,BRONX,10470,40.90304,-73.849556,FURMAN AVENUE,EAST 241 STREET,
4521801,1/6/22,0:00,,,40.742252,-73.97769,2 AVENUE,,
4522285,1/6/22,0:00,BRONX,10451,40.818348,-73.92951,,,501       GERARD AVENUE
4521853,1/6/22,0:00,,,40.740982,-73.946304,LONG ISLAND EXPRESSWAY,,
4522228,1/7/22,0:00,,,40.733955,-73.92172,LONG ISLAND EXPRESSWAY,,
4521702,1/7/22,0:00,QUEENS,11422,40.65741,-73.72839,147 AVENUE,FRANCIS LEWIS BOULEVARD,
4522167,1/7/22,0:00,BROOKLYN,11226,40.654343,-73.94995,,,1337      NOSTRAND AVENUE
4522196,1/7/22,0:00,MANHATTAN,10007,40.713135,-74.00407,CENTRE STREET,CHAMBERS STREET,
4521758,1/7/22,0:00,BRONX,10472,40.829586,-73.8794,,,1234      ELDER AVENUE
4522136,1/8/22,0:00,,,40.660175,-73.9282,REMSEN AVENUE,,
4521469,1/8/22,0:00,MANHATTAN,10002,40.719025,-73.98978,DELANCEY STREET,ORCHARD STREET,
4521859,1/8/22,0:00,,,40.80641,-73.94227,EAST 125 STREET,,
4521590,1/8/22,0:00,,,40.697407,-73.93601,BROADWAY,,
4521902,1/8/22,0:00,BRONX,10465,40.83312,-73.81796,,,908       CLARENCE AVENUE
4521684,1/9/22,0:00,,,40.653976,-73.952835,LENOX ROAD,,
4521858,1/9/22,0:00,,,40.660362,-73.77553,NASSAU EXPRESSWAY,ROCKAWAY BOULEVARD,
4522242,1/10/22,0:00,BROOKLYN,11225,40.668983,-73.951126,,,1218      UNION STREET
4513697,1/10/22,0:00,QUEENS,11423,40.718136,-73.75726,FRANCIS LEWIS BOULEVARD,90 AVENUE,
4513935,1/10/22,0:00,,,40.645397,-73.91893,BRANTON STREET,,
4513794,1/10/22,0:00,,,40.612293,-74.03412,101 STREET,,
4514267,1/11/22,0:00,BROOKLYN,11239,40.64962,-73.874306,,,339       GATEWAY DRIVE
4514237,1/11/22,0:00,BROOKLYN,11214,40.609894,-73.996346,79 STREET,19 AVENUE,
4513470,1/12/22,0:00,QUEENS,11377,40.739094,-73.91762,48 AVENUE,48 STREET,
4513751,1/13/22,0:00,QUEENS,11378,40.72784,-73.90408,54 AVENUE,61 STREET,
4514075,1/13/22,0:00,,,40.732033,-73.91893,LONG ISLAND EXPRESSWAY,,
4513857,1/13/22,0:00,QUEENS,11411,40.695934,-73.743706,,,117-08    SPRINGFIELD BOULEVARD
4514202,1/13/22,0:00,BROOKLYN,11224,40.577003,-74.00217,NEPTUNE AVENUE,WEST 36 STREET,
4514347,1/14/22,0:00,BROOKLYN,11236,40.63466,-73.91462,,,7811      FLATLANDS AVENUE
4513495,1/14/22,0:00,,,40.654434,-73.86084,BELT PARKWAY,,
4513874,1/15/22,0:00,QUEENS,11411,40.696037,-73.738655,,,116-21    221 STREET
4514263,1/15/22,0:00,QUEENS,11385,40.702335,-73.89073,CENTRAL AVENUE,65 STREET,
4514323,1/15/22,0:00,QUEENS,11433,40.69452,-73.80079,,,150-23    107 AVENUE
4514182,1/15/22,0:00,BROOKLYN,11237,40.692974,-73.90811,KNICKERBOCKER AVENUE,HALSEY STREET,
4513515,1/16/22,0:00,,,40.702454,-73.859406,JACKIE ROBINSON PKWY,,
4513663,1/16/22,0:00,MANHATTAN,10034,40.866062,-73.92251,VERMILYEA AVENUE,WEST 204 STREET,
4513953,1/16/22,0:00,BROOKLYN,11208,40.668667,-73.868324,LINDEN BOULEVARD,CRESCENT STREET,
4513985,1/17/22,0:00,BRONX,10467,40.872284,-73.86384,,,784       SOUTH OAK DRIVE
4514084,1/17/22,0:00,,,40.69831,-73.9498,MARCY AVENUE,,
4514144,1/18/22,0:00,QUEENS,11377,40.739964,-73.89424,QUEENS BOULEVARD,70 STREET,
4513606,1/18/22,0:00,BROOKLYN,11226,40.646942,-73.94757,,,3112      TILDEN AVENUE
4513564,1/18/22,0:00,QUEENS,11377,40.742912,-73.916504,QUEENS BOULEVARD,GREENPOINT AVENUE,
4514412,1/18/22,0:00,MANHATTAN,10032,40.842438,-73.93926,BROADWAY,WEST 170 STREET,
4513587,1/18/22,0:00,MANHATTAN,10027,40.809402,-73.95725,WEST 121 STREET,MORNINGSIDE DRIVE,
4513565,1/18/22,0:00,MANHATTAN,10016,40.748985,-73.979965,PARK AVENUE,EAST 37 STREET,
4514286,1/18/22,0:00,,,,,THROGS NECK BRIDGE,,
4513637,1/18/22,0:00,MANHATTAN,10002,40.7136,-73.980515,,,356       MADISON STREET
4513528,1/18/22,0:00,BRONX,10454,40.81008,-73.92311,,,383       EAST 139 STREET
4514139,1/18/22,0:00,QUEENS,11412,40.691666,-73.76239,LINDEN BOULEVARD,FARMERS BOULEVARD,
4513833,1/18/22,0:00,QUEENS,11422,40.666416,-73.738495,BROOKVILLE BOULEVARD,NORTH CONDUIT AVENUE,
4513887,1/19/22,0:00,,,40.7549,-73.74548,CROSS ISLAND PARKWAY,,
4514160,1/19/22,0:00,,,40.671078,-73.842926,CROSS BAY BOULEVARD,149 AVENUE,
4514002,1/20/22,0:00,,,40.8325,-73.92811,WEST 164 STREET,,
4514152,1/20/22,0:00,BROOKLYN,11230,40.609417,-73.9677,OCEAN PARKWAY,AVENUE P,
4513626,1/21/22,0:00,MANHATTAN,10014,40.726173,-74.01097,WEST STREET,SPRING STREET,
4513774,1/21/22,0:00,QUEENS,11420,40.66612,-73.82225,LEFFERTS BOULEVARD,NORTH CONDUIT AVENUE,
4514376,1/21/22,0:00,BRONX,10472,40.82624,-73.87706,,,1551      WATSON AVENUE
4513982,1/21/22,0:00,,,40.818394,-73.95089,WEST 135 STREET,,
4514220,1/21/22,0:00,BROOKLYN,11208,40.672405,-73.871185,,,591       EUCLID AVENUE
4514413,1/21/22,0:00,BROOKLYN,11233,40.68262,-73.92964,,,434       MACDONOUGH STREET
4513664,1/21/22,0:00,,,40.756565,-73.99028,WEST 41 STREET,,
4513725,1/22/22,0:00,BROOKLYN,11222,40.726242,-73.937805,,,310       NASSAU AVENUE
4514298,1/22/22,0:00,QUEENS,11413,40.658913,-73.75661,225 STREET,147 AVENUE,
4513573,1/22/22,0:00,BRONX,10472,40.828587,-73.85026,,,1038      CASTLE HILL AVENUE
4514201,1/22/22,0:00,BRONX,10465,40.827583,-73.84085,,,905       BRUSH AVENUE
4514030,1/23/22,0:00,,,40.69212,-73.90661,KNICKERBOCKER AVENUE,,
4514125,1/23/22,0:00,QUEENS,11373,40.745197,-73.871574,94 STREET,DENMAN STREET,
4514194,1/23/22,0:00,QUEENS,11420,40.674995,-73.80854,ROCKAWAY BOULEVARD,130 STREET,
4514278,1/23/22,0:00,BROOKLYN,11237,40.7025,-73.91633,HARMAN STREET,WYCKOFF AVENUE,
4513803,1/23/22,0:00,QUEENS,11434,40.666695,-73.767136,FARMERS BOULEVARD,SOUTH CONDUIT AVENUE,
4514241,1/23/22,0:00,,,40.82897,-73.9486,WEST 149 STREET,,
4513878,1/24/22,0:00,BROOKLYN,11208,40.674786,-73.8762,PITKIN AVENUE,LOGAN STREET,
4513735,1/24/22,0:00,,,40.58401,-73.98587,BELT PARKWAY,,
4513958,1/24/22,0:00,QUEENS,11427,40.726227,-73.756714,GRAND CENTRAL PARKWAY,CLEARVIEW EXPRESSWAY,
4514367,1/24/22,0:00,,,40.703545,-73.92234,IRVING AVENUE,,
4513681,1/24/22,0:00,BROOKLYN,11201,40.686096,-73.99637,CLINTON STREET,KANE STREET,
4514212,1/26/22,0:00,,,40.672447,-73.892136,PITKIN AVENUE,,
4514420,1/26/22,0:00,BROOKLYN,11236,40.65002,-73.91555,EAST 91 STREET,AVENUE B,
4513923,1/26/22,0:00,,,40.696785,-73.95659,BEDFORD AVENUE,,
4513752,1/26/22,0:00,BRONX,10467,,,BARKER AVENUE,ROSEWOOD STREET,
4513924,1/26/22,0:00,BROOKLYN,11222,40.72018,-73.94287,,,67        HERBERT STREET
4513860,1/26/22,0:00,MANHATTAN,10037,40.81344,-73.94135,WEST 134 STREET,LENOX AVENUE,
4514251,1/27/22,0:00,,,40.753788,-73.744286,CROSS ISLAND PARKWAY,,
4513478,1/27/22,0:00,BROOKLYN,11207,40.688553,-73.91245,EVERGREEN AVENUE,HALSEY STREET,
4514302,1/27/22,0:00,MANHATTAN,10021,40.77246,-73.96705,5 AVENUE,EAST 72 STREET,
4513708,1/27/22,0:00,BROOKLYN,11208,40.680016,-73.87743,ATLANTIC AVENUE,LOGAN STREET,
4514189,1/27/22,0:00,BROOKLYN,11207,,,,,299       HENDRIX STREET
4514419,1/27/22,0:00,,,40.67801,-73.94138,KINGSTON AVENUE,,
4514234,1/27/22,0:00,BRONX,10460,40.83924,-73.86668,TAYLOR AVENUE,GUERLAIN STREET,
4513496,1/28/22,0:00,,,40.69783,-73.93677,ARION PLACE,,
4514266,1/28/22,0:00,MANHATTAN,10036,40.762024,-74.00116,12 AVENUE,WEST 42 STREET,
4513680,1/28/22,0:00,,,,,BELL BOULEVARD,HORACE HARDING EXPRESSWAY,
4513861,1/28/22,0:00,MANHATTAN,10002,40.72284,-73.99144,,,215       CHRYSTIE STREET
4514326,1/28/22,0:00,,,40.74478,-73.93262,QUEENS BOULEVARD,32 PLACE,
4513739,1/29/22,0:00,QUEENS,11355,40.749928,-73.814026,BOWNE STREET,NEGUNDO AVENUE,
4514180,1/29/22,0:00,BRONX,10466,40.881218,-73.84077,,,3532      GRACE AVENUE
4514209,1/29/22,0:00,,,40.831978,-73.93515,HARLEM RIVER DRIVE,,
4513795,1/29/22,0:00,,,40.579826,-73.97622,SHELL ROAD,,
4514297,1/29/22,0:00,,,,,CROSS BRONX EXPY RAMP,,
4513572,1/30/22,0:00,BRONX,10461,40.844193,-73.82932,MIDDLETOWN ROAD,HOBART AVENUE,
4513591,1/30/22,0:00,,,40.86805,-73.83401,BARTOW AVENUE,,
4514011,1/30/22,0:00,BROOKLYN,11209,40.631035,-74.019066,71 STREET,6 AVENUE,
4513701,1/30/22,0:00,QUEENS,11365,40.75115,-73.78253,197 STREET,48 AVENUE,
4514155,1/30/22,0:00,,,40.637047,-74.16504,,,93        GRANDVIEW AVENUE
4514334,1/30/22,0:00,BRONX,10464,40.85135,-73.7886,,,470       CITY ISLAND AVENUE
4513548,1/31/22,0:00,BRONX,10460,40.841087,-73.86449,EAST TREMONT AVENUE,WHITE PLAINS ROAD,
4514336,1/2/22,0:01,,,40.795322,-73.929825,FDR DRIVE,,
4514687,1/3/22,0:01,MANHATTAN,10033,40.84552,-73.93469,WEST 176 STREET,AUDUBON AVENUE,
4514359,1/4/22,0:01,,,,,EXTERIOR STREET,MACOMBS DAM BRIDGE,
4514418,1/7/22,0:01,,,40.660362,-73.77553,ROCKAWAY BOULEVARD,NASSAU EXPRESSWAY,
4514279,1/13/22,0:01,QUEENS,11417,40.68046,-73.84309,96 STREET,ROCKAWAY BOULEVARD,
4514165,1/16/22,0:01,,,40.66997,-73.9757,8 AVENUE,,
4514508,1/29/22,0:01,BRONX,10456,,,MCCLELLAN STREET,CARROLL PLACE,
4546073,1/14/22,0:02,QUEENS,11418,40.697247,-73.84302,86 AVENUE,105 STREET,
4546023,1/24/22,0:02,BROOKLYN,11212,40.66479,-73.91532,BLAKE AVENUE,STRAUSS STREET,
4543042,1/9/22,0:03,MANHATTAN,10034,40.865105,-73.91846,POST AVENUE,10 AVENUE,
4542691,1/14/22,0:03,QUEENS,11434,40.667915,-73.77523,NORTH CONDUIT AVENUE,160 STREET,
4542568,1/13/22,0:04,BRONX,10453,40.858387,-73.90279,EAST 183 STREET,WALTON AVENUE,
4542093,1/23/22,0:04,QUEENS,11418,40.699604,-73.83069,,,87-03     LEFFERTS BOULEVARD
4542665,1/4/22,0:05,,,40.78729,-73.81345,CROSS ISLAND PARKWAY,,
4542183,1/7/22,0:05,BRONX,10460,40.836437,-73.88498,,,961       EAST 174 STREET
4542869,1/12/22,0:05,STATEN ISLAND,10301,40.64649,-74.08654,SAINT MARKS PLACE,WESTERVELT AVENUE,
4543142,1/14/22,0:05,BROOKLYN,11228,40.612286,-74.01098,86 STREET,BAY 7 STREET,
4542228,1/22/22,0:05,,,40.61562,-73.89724,BELT PARKWAY,,
4542523,1/23/22,0:05,QUEENS,11354,40.75666,-73.83378,,,40-49     COLLEGE POINT BOULEVARD
4542257,1/25/22,0:05,,,40.716557,-73.82869,GRAND CENTRAL PKWY,,
4541928,1/29/22,0:05,,,40.810276,-73.94738,POWELL BOULEVARD,,
4543047,1/29/22,0:05,BROOKLYN,11205,40.694263,-73.95235,NOSTRAND AVENUE,VERNON AVENUE,
4542934,1/30/22,0:05,QUEENS,11432,40.707714,-73.802795,PARSONS BOULEVARD,HILLSIDE AVENUE,
4542599,1/5/22,0:06,BROOKLYN,11203,40.64076,-73.930214,,,847       EAST 49 STREET
4510195,1/5/22,0:07,,,40.877304,-73.90062,KINGSBRIDGE TERRACE,,
4515168,1/8/22,0:07,BRONX,10467,40.881668,-73.87534,KINGS COLLEGE PLACE,EAST 211 STREET,
4515271,1/11/22,0:07,BRONX,10463,40.887253,-73.902374,WEST 240 STREET,IRWIN AVENUE,
4515210,1/14/22,0:07,MANHATTAN,10011,40.74284,-74.00028,WEST 19 STREET,8 AVENUE,
4515226,1/16/22,0:07,BROOKLYN,11211,40.71142,-73.95313,GRAND STREET,KEAP STREET,
4522001,1/7/22,0:08,BROOKLYN,11220,40.64528,-74.01969,,,224       56 STREET
4521465,1/29/22,0:08,,,,,MAJOR DEEGAN EXPRESSWAY,,
4514532,1/16/22,0:09,QUEENS,11374,40.72729,-73.86795,ALDERTON STREET,62 DRIVE,
4514568,1/22/22,0:09,BRONX,10456,40.834515,-73.91771,GRAND CONCOURSE,EAST 167 STREET,
4514533,1/27/22,0:09,MANHATTAN,10022,40.759308,-73.9653,2 AVENUE,EAST 57 STREET,
4514759,1/7/22,0:10,,,40.733524,-73.989876,EAST 13 STREET,,
4514674,1/12/22,0:10,BRONX,10472,40.827915,-73.85327,OLMSTEAD AVENUE,CHATTERTON AVENUE,
4514861,1/13/22,0:10,,,40.671204,-73.90051,PITKIN AVENUE,,
4514624,1/15/22,0:10,,,,,VANWYCK EXPRESSWAY,LINDEN BOULEVARD,
4514791,1/16/22,0:10,QUEENS,11434,40.66697,-73.767,SOUTHERN PARKWAY,FARMERS BOULEVARD,
4514684,1/16/22,0:10,BROOKLYN,11222,40.7196,-73.94391,HERBERT STREET,HUMBOLDT STREET,
4514792,1/17/22,0:10,BROOKLYN,11217,40.686916,-73.97737,LAFAYETTE AVENUE,SAINT FELIX STREET,
4514736,1/21/22,0:10,BROOKLYN,11215,40.65638,-73.98066,18 STREET,10 AVENUE,
4515160,1/23/22,0:10,,,40.61017,-74.188736,,,333       CHELSEA ROAD
4514357,1/24/22,0:10,,,40.645256,-73.874954,BELT PARKWAY,,
4514661,1/25/22,0:10,,,40.74198,-73.82475,LONG ISLAND EXPRESSWAY,,
4515061,1/29/22,0:10,BRONX,10460,40.840866,-73.87281,EAST 180 STREET,MORRIS PARK AVENUE,
4515127,1/29/22,0:10,,,40.74273,-73.95412,VERNON BOULEVARD,50 AVENUE,
4515038,1/5/22,0:11,BROOKLYN,11210,40.636074,-73.951096,FLATBUSH AVENUE,FARRAGUT ROAD,
4514719,1/30/22,0:11,QUEENS,11373,40.745903,-73.884415,,,81-09     41 AVENUE
4542547,1/21/22,0:12,,,,,ROCKAWAY BOULEVARD,VANWYCK EXPRESSWAY,
4504515,1/24/22,0:12,QUEENS,11419,40.690025,-73.82571,,,119-18    101 AVENUE
4503937,1/30/22,0:12,,,40.8115,-73.93481,HARLEM RIVER DRIVE,,
4514923,1/5/22,0:14,,,40.703632,-73.85587,JACKIE ROBINSON PKWY,,
4542384,1/25/22,0:14,QUEENS,11420,40.681225,-73.80953,,,114-24    132 STREET
4514966,1/1/22,0:15,QUEENS,11420,40.681755,-73.81695,124 STREET,111 AVENUE,
4515227,1/3/22,0:15,BROOKLYN,11236,40.634045,-73.88934,,,9729      SEAVIEW AVENUE
4514858,1/5/22,0:15,,,40.703632,-73.85587,JACKIE ROBINSON PKWY,,
4514542,1/7/22,0:15,,,,,BROOKLYN BRIDGE,,
4515019,1/10/22,0:15,,,40.741135,-73.8986,BROOKLYN QUEENS EXPRESSWAY,,
4515000,1/16/22,0:15,QUEENS,11103,40.757095,-73.915016,BROADWAY,45 STREET,
4514520,1/17/22,0:15,,,40.59016,-74.1592,KLONDIKE AVENUE,MERRYMOUNT STREET,
4515072,1/17/22,0:15,QUEENS,11434,40.667084,-73.78698,NORTH CONDUIT AVENUE,BAISLEY BOULEVARD,
4514717,1/21/22,0:15,BROOKLYN,11236,40.636024,-73.89506,AVENUE M,EAST 95 STREET,
4515152,1/21/22,0:15,BROOKLYN,11215,40.660576,-73.99065,6 AVENUE,20 STREET,
4515159,1/22/22,0:15,,,40.604637,-73.97614,KINGS HIGHWAY,,
4514461,1/22/22,0:15,,,40.604637,-73.97614,KINGS HIGHWAY,,
4514766,1/22/22,0:15,QUEENS,11411,40.702286,-73.74592,MURDOCK AVENUE,209 STREET,
4514801,1/29/22,0:15,,,40.704185,-73.781715,177 STREET,,
4515269,1/30/22,0:15,BRONX,10459,40.82625,-73.894844,EAST 167 STREET,TIFFANY STREET,
4514667,1/31/22,0:15,BROOKLYN,11207,40.67734,-73.89909,,,1         JAMAICA AVENUE
4514696,1/31/22,0:15,,,40.82532,-73.94574,WEST 146 STREET,,
4514782,1/31/22,0:15,STATEN ISLAND,10301,40.638958,-74.09768,CLINTON AVENUE,PROSPECT AVENUE,
4542912,1/21/22,0:16,,,40.834774,-73.92527,ANDERSON AVENUE,,
4542375,1/10/22,0:17,BROOKLYN,11233,40.67921,-73.91375,BOYLAND STREET,HULL STREET,
4542611,1/26/22,0:17,QUEENS,11372,40.753326,-73.8718,JUNCTION BOULEVARD,35 AVENUE,
4542098,1/29/22,0:17,BRONX,10469,40.86551,-73.85962,ALLERTON AVENUE,WILLIAMSBRIDGE ROAD,
4542314,1/31/22,0:17,BROOKLYN,11206,40.70721,-73.93656,,,306       JOHNSON AVENUE
4542838,1/21/22,0:18,,,40.76428,-73.97302,EAST 59 STREET,,
4542948,1/1/22,0:20,MANHATTAN,10017,40.75478,-73.97994,5 AVENUE,EAST 44 STREET,
4542417,1/1/22,0:20,BRONX,10451,,,EAST 138 STREET,EXTERIOR STREET,
4542531,1/1/22,0:20,BRONX,10457,40.837643,-73.90334,WASHINGTON AVENUE,EAST 171 STREET,
4542997,1/5/22,0:20,,,40.703632,-73.85587,JACKIE ROBINSON PKWY,,
4542794,1/5/22,0:20,,,40.896614,-73.860954,BRONX RIVER PARKWAY,,
4542544,1/9/22,0:20,BROOKLYN,11201,40.69845,-73.98572,FLATBUSH AVENUE EXTENSION,NASSAU STREET,
4542637,1/10/22,0:20,,,40.631577,-74.185005,,,400       WESTERN AVENUE
4542549,1/13/22,0:20,MANHATTAN,10035,40.803753,-73.93999,EAST 123 STREET,PARK AVENUE,
4543130,1/21/22,0:20,,,40.669964,-73.775314,140 AVENUE,160 STREET,
4542211,1/23/22,0:20,,,40.6427,-73.87661,BELT PARKWAY,,
4541892,1/24/22,0:20,QUEENS,11417,40.67215,-73.843185,CROSS BAY BOULEVARD,PITKIN AVENUE,
4542153,1/30/22,0:20,,,40.750443,-73.96599,FDR DRIVE,,
4543015,1/9/22,0:22,,,,,PELHAM PARKWAY,BOSTON ROAD,
4561337,1/19/22,0:22,,,40.766552,-73.89476,GRAND CENTRAL PKWY,,
4542464,1/28/22,0:22,,,40.88473,-73.81571,HUTCHINSON RIVER PARKWAY,,
4504669,1/10/22,0:23,BROOKLYN,11218,40.64802,-73.979546,,,3115      FORT HAMILTON PARKWAY
4504247,1/15/22,0:23,QUEENS,11361,40.764263,-73.77134,40 AVENUE,BELL BOULEVARD,
4505191,1/15/22,0:23,,,40.743374,-73.83591,LONG ISLAND EXPRESSWAY,,
4542366,1/19/22,0:24,BROOKLYN,11234,40.619072,-73.92495,AVENUE N,EAST 52 STREET,
4542825,1/2/22,0:25,,,40.856743,-73.917625,MAJOR DEEGAN EXPRESSWAY,,
4542908,1/8/22,0:25,BROOKLYN,11224,40.57557,-73.981224,STILLWELL AVENUE,SURF AVENUE,
4542397,1/12/22,0:25,,,40.674038,-73.73026,243 STREET,MERRICK BOULEVARD,
4543045,1/16/22,0:25,QUEENS,11375,40.732277,-73.84927,108 STREET,64 ROAD,
4542574,1/26/22,0:25,BRONX,10460,40.845028,-73.880394,,,941       EAST 181 STREET
4542312,1/28/22,0:25,,,,,HORACE HARDING EXPRESSWAY,SPRINGFIELD BOULEVARD,
4542781,1/30/22,0:25,,,,,G.C.P. / JEWEL (CDR),,
4542513,1/30/22,0:25,BRONX,10459,40.81632,-73.89622,SOUTHERN BOULEVARD,LONGWOOD AVENUE,
4542382,1/16/22,0:27,QUEENS,11418,40.69467,-73.83307,114 STREET,91 AVENUE,
4542429,1/25/22,0:27,BROOKLYN,11226,40.63669,-73.96452,DITMAS AVENUE,RUGBY ROAD,
4542850,1/8/22,0:28,BROOKLYN,11215,40.668293,-73.97924,,,506       6 STREET
4542692,1/11/22,0:29,,,40.60235,-74.189644,CHELSEA ROAD,SOUTH AVENUE,
4543034,1/2/22,0:30,,,40.69919,-73.91469,IRVING AVENUE,,
4542737,1/2/22,0:30,BROOKLYN,11237,40.704662,-73.92891,,,1081      FLUSHING AVENUE
4542915,1/3/22,0:30,,,40.69168,-73.999344,BROOKLYN QUEENS EXPRESSWAY,,
4543103,1/7/22,0:30,,,40.87626,-73.90395,WEST 230 STREET,BAILEY AVENUE,
4542641,1/9/22,0:30,QUEENS,11368,40.750717,-73.85877,ROOSEVELT AVENUE,108 STREET,
4542438,1/9/22,0:30,,,40.709633,-73.767815,HOLLIS AVENUE,99 AVENUE,
4542992,1/11/22,0:30,,,40.71331,-73.744,215 STREET,102 AVENUE,
4541926,1/11/22,0:30,,,40.70276,-73.86323,JACKIE ROBINSON PKWY,,
4542423,1/12/22,0:30,QUEENS,11417,40.676373,-73.85881,,,107-10    78 STREET
4541836,1/13/22,0:30,BROOKLYN,11207,40.662743,-73.885124,HEGEMAN AVENUE,SCHENCK AVENUE,
4542377,1/15/22,0:30,QUEENS,11422,40.665257,-73.739555,SOUTH CONDUIT AVENUE,BROOKVILLE BOULEVARD,
4542188,1/17/22,0:30,BROOKLYN,11217,40.688038,-73.98367,,,252       SCHERMERHORN STREET
4542843,1/17/22,0:30,,,40.639023,-73.941536,FOSTER AVENUE,,
4542470,1/20/22,0:30,QUEENS,11420,40.68275,-73.81342,128 STREET,111 AVENUE,
4542509,1/23/22,0:30,,,40.81175,-73.93144,MAJOR DEEGAN EXPRESSWAY,,
4542259,1/26/22,0:30,BRONX,10465,40.84525,-73.82031,,,1555      STADIUM AVENUE
4541968,1/28/22,0:30,,,40.768875,-73.94898,FDR DRIVE,,
4542072,1/29/22,0:30,,,,,PROSPECT PARK SOUTHWEST,PARK CIRCLE,
4542820,1/31/22,0:30,,,40.884815,-73.86755,BRONX RIVER PARKWAY,,
4515637,1/10/22,0:31,BRONX,10459,40.831173,-73.88829,,,1441      BRYANT AVENUE
4515176,1/19/22,0:31,MANHATTAN,10002,40.717648,-73.98868,BROOME STREET,ESSEX STREET,
4515468,1/25/22,0:31,BROOKLYN,11207,40.669838,-73.89635,,,297       SHEFFIELD AVENUE
4515354,1/2/22,0:32,,,40.820984,-73.891624,EAST 163 STREET,,
4515680,1/7/22,0:33,BRONX,10452,40.837315,-73.92331,SHAKESPEARE AVENUE,ANDERSON AVENUE,
4515512,1/9/22,0:34,,,40.70313,-73.816795,VAN WYCK EXPWY,,
4515003,1/19/22,0:34,BROOKLYN,11235,40.586075,-73.94403,,,4750      BEDFORD AVENUE
4515447,1/21/22,0:34,,,40.741447,-73.84603,GRAND CENTRAL PKWY,,
4515784,1/23/22,0:34,QUEENS,11385,40.70247,-73.88783,,,71-25     66 PLACE
4515418,1/23/22,0:34,QUEENS,11368,40.746075,-73.86408,NATIONAL STREET,44 AVENUE,
4515755,1/29/22,0:34,BROOKLYN,11211,40.70743,-73.95505,,,369       BROADWAY
4515851,1/31/22,0:34,,,40.76154,-73.9556,FDR DRIVE,,
4515241,1/4/22,0:35,MANHATTAN,10003,40.732563,-73.99159,,,68        EAST 11 STREET
4515264,1/15/22,0:35,,,40.64513,-73.948975,NOSTRAND AVENUE,,
4515547,1/22/22,0:35,BROOKLYN,11203,40.660645,-73.94191,,,558       MIDWOOD STREET
4515382,1/29/22,0:35,BROOKLYN,11210,40.636627,-73.94226,BROOKLYN AVENUE,FARRAGUT ROAD,
4514913,1/17/22,0:36,BRONX,10455,40.812046,-73.910255,,,500       TRINITY AVENUE
4515299,1/20/22,0:36,MANHATTAN,10018,40.756527,-73.994026,WEST 39 STREET,9 AVENUE,
4514983,1/16/22,0:37,,,40.843777,-73.90947,MORRIS AVENUE,,
4515106,1/4/22,0:38,,,,,WILLIS AVE BRIDGE,,
4515248,1/17/22,0:38,,,40.75455,-73.74317,LONG ISLAND EXPRESSWAY,,
4515504,1/29/22,0:39,BROOKLYN,11211,40.703434,-73.96035,WILLIAMSBURG STREET WEST,BEDFORD AVENUE,
4567309,1/8/22,0:40,,,40.712727,-73.72899,CROSS ISLAND PARKWAY,,
4515850,1/15/22,0:40,MANHATTAN,10012,40.724136,-73.992615,EAST HOUSTON STREET,BOWERY,
4515959,1/16/22,0:40,,,40.81766,-73.93076,MAJOR DEEGAN EXPRESSWAY,,
4515242,1/16/22,0:40,BRONX,10468,,,Bedford Park Boulevard,Villa avenue,
4515191,1/16/22,0:40,QUEENS,11101,40.744026,-73.92616,QUEENS BOULEVARD,39 STREET,
4515295,1/19/22,0:40,,,40.70253,-73.8143,JAMAICA AVENUE,,
4514820,1/19/22,0:40,,,40.786285,-73.79685,CROSS ISLAND PARKWAY,166 STREET,
4514837,1/20/22,0:40,QUEENS,11104,40.74451,-73.91747,,,43-17     47 STREET
4515590,1/20/22,0:40,QUEENS,11417,40.6704,-73.84199,,,93-14     ALBERT ROAD
4515031,1/20/22,0:40,,,,,EAST HOUSTON STREET,FDR Round About,
4515534,1/23/22,0:40,,,,,ASTORIA BOULEVARD,49 STREET,
4515338,1/26/22,0:40,QUEENS,11385,40.703068,-73.85953,,,87-59     MYRTLE AVENUE
